property_type,society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
flat,shree vardhman victoria,1.55,sector 70,7948.0,3,3,3,6.0,Relatively New,1528.0,1,1,0,1,1,1,117.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,shree vardhman flora,0.65,sector 90,5000.0,2,2,2,12.0,Old Property,1177.0,1,0,0,0,0,1,83.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,dlf royalton tower,6.5,sector 43,22108.0,4,5,2,8.0,Relatively New,2662.0,0,1,0,0,0,1,64.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,bestech altura,1.72,sector 79,8000.0,3,4,3+,5.0,Relatively New,1695.0,0,1,0,0,0,1,60.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,ats triumph,1.85,sector 104,8078.0,3,4,3+,14.0,Relatively New,2073.0,1,1,1,1,0,1,30.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,bestech park view residency,0.98,sector 23,6932.0,2,2,3,11.0,Moderately Old,1281.0,0,0,0,0,0,1,131.0,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,emaar mgf emerald floors premier,2.35,sector 65,16206.0,3,3,3,2.0,Relatively New,1500.0,1,1,0,0,0,2,63.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,elan mercado,0.85,sector 80,12408.0,1,1,1,15.0,Relatively New,761.0,0,0,0,0,0,1,7.0,"28.3659° N, 76.9557° E",28.3659,76.9557
flat,ambience lagoon,4.25,sector 25,13281.0,3,4,3+,3.0,Old Property,3202.0,0,1,1,0,0,2,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,ramprastha the edge towers,1.1,sector 37d,5528.0,3,3,3,9.0,Relatively New,1990.0,0,0,0,0,0,1,0.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,pioneer araya,9.2,sector 62,19943.0,4,6,3,5.0,Relatively New,3868.0,0,1,0,1,0,2,130.0,"28.4139° N, 77.0886° E",28.4139,77.0886
house,Not Applicable,1.95,sector 7,13542.0,2,2,2,2.0,Old Property,1440.0,0,0,0,0,0,1,90.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,ats kocoon,1.7,sector 109,9742.0,3,3,3,21.0,Moderately Old,1550.0,0,0,0,0,0,1,0.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,jmd gardens,3.25,sector 33,7510.0,4,4,3+,17.0,Old Property,4809.0,0,1,0,0,0,2,83.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,antriksh heights,0.85,sector 84,4927.0,3,3,3+,10.0,Relatively New,1562.0,1,0,0,0,0,1,49.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,bestech park view grand spa,4.2,sector 81,10000.0,4,4,3+,25.0,Relatively New,3512.0,0,1,0,0,0,2,27.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,godrej,0.95,sector 33,6859.0,2,2,3+,3.0,Under Construction,1254.0,0,0,0,0,0,1,112.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,m3m golfestate,1.4,sector 79,10000.0,2,2,2,4.0,Relatively New,1556.0,1,1,1,0,0,0,32.0,"28.3624° N, 76.9787° E",28.3624,76.9787
house,Not Applicable,2.95,sector 51,10926.0,4,4,2,4.0,Relatively New,2700.0,0,1,0,0,0,2,107.0,"28.4320° N, 77.0686° E",28.432,77.0686
house,huda flats,2.3,sector 7,17037.0,5,3,3+,3.0,Old Property,1350.0,1,1,0,1,0,1,160.0,"28.4644° N, 77.0143° E",28.4644,77.0143
house,nirvana cedar crest,3.99,sector 50,8866.0,4,5,3+,4.0,New Property,4500.0,0,1,0,1,0,2,15.0,"28.4178° N, 77.0628° E",28.4178,77.0628
house,Not Applicable,3.9,sector 38,21242.0,6,6,3+,3.0,Moderately Old,1836.0,1,1,0,1,0,1,21.0,"28.4347° N, 77.0430° E",28.4347,77.043
flat,bptp terra,1.45,sector 37d,8006.0,3,3,3,9.0,Relatively New,1640.0,0,0,0,0,0,1,56.0,"28.4478° N, 76.9703° E",28.4478,76.9703
house,Not Applicable,3.5,sector 25,32407.0,2,4,3,3.0,Old Property,1080.0,0,0,0,0,0,1,140.0,"28.4844° N, 77.0860° E",28.4844,77.086
house,vipul tatvam villa,8.5,sector 48,26235.0,4,4,1,2.0,Relatively New,3240.0,0,0,0,0,0,1,0.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,bestech park view grand spa,2.29,sector 81,8609.0,3,4,3+,10.0,Relatively New,2315.0,1,1,0,0,0,0,49.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,bestech park view grand spa,4.7,sector 81,6786.0,4,4,3+,19.0,Relatively New,6270.0,0,1,0,0,0,2,0.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sare crescent parc,1.0,sector 92,4778.0,4,4,3,9.0,Relatively New,2093.0,0,0,0,0,0,1,119.0,"28.4079° N, 76.9153° E",28.4079,76.9153
house,ansals palam vihar,2.75,sector 23,17662.0,3,3,3,2.0,Moderately Old,1557.0,1,0,0,1,0,2,174.0,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,pareena coban residences,1.45,sector 99a,7260.0,3,5,3,11.0,Relatively New,1808.0,0,1,0,0,1,2,165.0,"28.4561° N, 76.9542° E",28.4561,76.9542
house,Not Applicable,0.75,sector 3,6410.0,2,2,No,1.0,Moderately Old,130.0,0,0,0,0,0,1,72.0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,dlf the skycourt,1.35,sector 86,6998.0,3,3,1,9.0,Relatively New,1746.0,0,0,0,0,0,1,35.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,bestech park view city,2.65,sector 48,10323.0,4,4,3+,11.0,Moderately Old,2134.0,1,1,0,0,0,2,174.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,emaar palm gardens,1.76,sector 83,9263.0,3,3,3,6.0,Relatively New,1500.0,0,1,0,0,0,2,127.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,ansal harmony homes,1.12,sector 57,10666.0,2,2,1,0.0,Old Property,951.0,0,0,0,0,0,1,85.0,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,signature global the millennia,0.6,sector 37d,9230.0,2,2,3,7.0,New Property,625.0,0,0,0,0,0,1,0.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,parsvnath exotica,6.5,sector 53,19174.0,4,5,3+,10.0,Relatively New,3000.0,1,1,0,1,0,2,174.0,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,m3m sierra 68,1.1,sector 68,8986.0,2,2,3,1.0,Relatively New,1150.0,0,0,0,0,0,2,134.0,"28.3853° N, 77.0484° E",28.3853,77.0484
house,huda,3.5,sector 38,24005.0,3,2,3,2.0,Moderately Old,1458.0,0,0,1,0,0,2,0.0,"28.4347° N, 77.0430° E",28.4347,77.043
flat,ansal housing highland park,0.8,sector 103,5878.0,2,2,2,9.0,Relatively New,1361.0,0,0,0,0,0,1,49.0,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,m3m woodshire,0.8,sector 107,5856.0,2,2,3+,6.0,Relatively New,1204.0,0,0,0,1,0,2,61.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,guru gram haryana cghs,1.39,sector 56,7227.0,3,3,3,4.0,Moderately Old,1738.0,1,0,0,0,0,2,39.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,sare crescent parc,0.82,sector 92,5384.0,3,3,3+,12.0,Relatively New,1523.0,0,0,0,0,0,1,42.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,satya the hermitage,0.8,sector 103,5517.0,2,2,0,10.0,Relatively New,1450.0,0,0,0,0,0,1,151.0,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,raheja revanta,1.2,sector 78,10018.0,1,2,2,32.0,Under Construction,823.0,0,0,0,0,0,1,96.0,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,experion windchants,4.75,sector 112,12622.0,3,5,3+,4.0,Relatively New,3407.0,0,1,0,0,0,2,30.0,"28.5189° N, 77.0183° E",28.5189,77.0183
flat,prime habitat,0.32,sector 99a,4657.0,2,2,1,7.0,Relatively New,601.0,0,0,0,0,0,1,111.0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,vatika independent floors,1.16,sector 82,6987.0,3,3,3+,1.0,Relatively New,1844.0,0,1,1,1,0,2,49.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,dlf new town heights,1.28,sector 86,8205.0,3,4,3+,12.0,Moderately Old,1740.0,0,1,0,1,0,1,60.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,umang monsoon breeze,0.62,sector 78,5004.0,2,2,1,7.0,Moderately Old,1115.0,0,0,1,0,0,1,0.0,"28.3733° N, 76.9729° E",28.3733,76.9729
flat,pivotal riddhi siddhi,0.4,sector 99,4444.0,2,2,2,9.0,New Property,734.0,0,0,0,0,0,1,140.0,"28.4640° N, 76.9614° E",28.464,76.9614
flat,dlf the primus,3.5,sector 82a,13430.0,5,5,3+,14.0,Relatively New,2896.0,1,0,0,0,0,0,0.0,"28.3858° N, 76.9686° E",28.3858,76.9686
house,Not Applicable,0.95,sector 48,8920.0,3,10,3+,3.0,New Property,1065.0,0,0,0,0,0,1,61.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,indiabulls enigma,3.45,sector 110,10147.0,4,4,3,9.0,Moderately Old,3078.0,0,1,0,0,0,2,74.0,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,vatika city,2.65,sector 49,11770.0,3,4,3,11.0,Moderately Old,2251.0,0,1,0,1,0,2,148.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,raheja navodaya,1.1,sector 92,4681.0,3,2,3,0.0,Relatively New,2350.0,0,0,0,0,0,1,61.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,dlf regal gardens,1.78,sector 90,8040.0,4,4,3+,12.0,Relatively New,2005.0,0,0,0,0,0,1,49.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,arjun marg/ sector- 26 phase- 1/ golf course road,31.5,sector 26,35000.0,7,9,3+,3.0,Moderately Old,9000.0,1,1,1,1,0,0,101.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,ss the leaf,1.3,sector 85,10483.0,2,2,3+,10.0,Relatively New,1491.0,0,0,1,0,0,1,43.0,"28.4042° N, 76.9513° E",28.4042,76.9513
house,dlf the arbour,8.5,sector 63,21519.0,4,4,3+,27.0,Moderately Old,3950.0,0,0,0,0,0,1,44.0,"28.3971° N, 77.0867° E",28.3971,77.0867
flat,bestech park view grand spa,2.91,sector 81,9136.0,4,5,2,6.0,Relatively New,3018.0,0,1,0,0,0,2,72.0,"28.3867° N, 76.9485° E",28.3867,76.9485
house,Not Applicable,6.0,sector 23,24691.0,5,6,3+,3.0,Old Property,2430.0,1,0,0,1,1,2,141.0,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,smart world gems,0.9,sector 89,8159.0,2,2,2,2.0,New Property,999.0,1,0,0,0,1,1,95.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,dlf the ultima,2.4,sector 81,11412.0,3,3,3+,12.0,Relatively New,1650.0,0,1,0,0,0,0,98.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,shapoorji pallonji joyville gurugram,2.04,sector 102,14068.0,3,3,3+,1.0,Relatively New,1644.0,0,0,0,0,0,1,53.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,shapoorji pallonji joyville gurugram,1.24,sector 102,10205.0,2,2,2,10.0,Relatively New,1100.0,0,0,0,0,0,1,39.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,tulip violet,2.0,sector 69,9950.0,4,4,2,0.0,Relatively New,1820.0,0,0,0,0,0,1,0.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,dlf regency park,1.91,sector 28,16608.0,2,2,2,11.0,New Property,1278.0,0,0,0,0,0,0,69.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,rof ananda,0.2,sector 95,5599.0,1,1,1,2.0,Relatively New,407.0,0,0,0,1,0,1,38.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,palam vihar society,0.4,sector 23,8602.0,1,1,1,5.0,Moderately Old,450.0,0,0,0,0,0,2,49.0,"28.5121° N, 77.0478° E",28.5121,77.0478
house,Not Applicable,0.69,sector 7,9103.0,1,1,1,2.0,Old Property,758.0,0,0,0,0,0,1,0.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,vatika the seven lamps,1.0,sector 82,6969.0,2,2,2,14.0,Relatively New,1299.0,1,0,0,0,1,1,38.0,"28.3935° N, 76.9600° E",28.3935,76.96
flat,dlf the primus,1.85,sector 82a,10176.0,3,3,3,15.0,Moderately Old,1677.0,0,0,0,0,1,1,174.0,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,ss the leaf,1.85,sector 85,7682.0,3,4,3,2.0,Relatively New,2180.0,1,1,0,0,0,2,0.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,unitech sunbreeze,0.75,sector 69,6849.0,2,2,2,4.0,Under Construction,991.0,0,0,0,0,0,1,49.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,dlf regal gardens,1.7,sector 90,7223.0,4,4,3+,15.0,Moderately Old,2005.0,0,1,0,0,0,1,68.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,emaar palm gardens,1.75,sector 83,9210.0,3,3,3,6.0,Relatively New,1600.0,0,1,0,0,0,2,0.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,unitech vistas,0.99,sector 70,6325.0,3,4,2,11.0,Under Construction,1417.0,0,0,0,0,0,1,49.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,sare green parc 2,0.75,sector 92,4745.0,3,3,3,2.0,Relatively New,1415.0,0,0,0,0,1,2,8.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,project krishna colony,0.36,sector 7,5142.0,2,2,1,0.0,Relatively New,700.0,0,0,0,0,0,1,48.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,shapoorji pallonji joyville gurugram,2.0,sector 102,10799.0,3,3,3,9.0,Relatively New,1677.0,0,0,0,0,0,1,158.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,dlf the skycourt,1.55,sector 86,8031.0,3,3,3,5.0,Relatively New,1900.0,0,0,0,0,0,1,103.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,m3m heights,2.86,sector 65,14000.0,3,3,3,45.0,Under Construction,2267.0,0,1,0,0,0,1,0.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,godrej,1.91,sector 79,8511.0,3,4,3+,7.0,Relatively New,2032.0,0,1,0,0,0,1,0.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,ss the leaf,1.04,sector 85,5973.0,2,3,3+,4.0,Relatively New,1576.0,0,0,1,0,0,1,16.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sbtl caladium,1.26,sector 109,6542.0,3,2,3,8.0,Relatively New,1702.0,0,0,0,0,0,1,49.0,"28.5073° N, 77.0089° E",28.5073,77.0089
house,Not Applicable,1.8,sector 15,10000.0,4,3,1,1.0,Old Property,1800.0,0,0,0,0,0,1,49.0,"28.4621° N, 77.0464° E",28.4621,77.0464
flat,sukhshanti apartment,1.7,sector 56,7727.0,3,3,3,4.0,Moderately Old,2200.0,1,0,0,0,0,1,49.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,pyramid urban homes 2,0.5,sector 86,9698.0,2,2,2,6.0,Old Property,573.0,0,0,0,0,0,1,0.0,"28.3986° N, 76.9384° E",28.3986,76.9384
house,Not Applicable,3.0,sector 67,11904.0,4,4,No,3.0,Moderately Old,2800.0,0,0,0,0,0,1,37.0,"28.3859° N, 77.0608° E",28.3859,77.0608
house,dlf city phase 1,5.5,sector 26,30556.0,4,4,3+,2.0,Moderately Old,1800.0,0,0,1,1,0,1,142.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,kw royal court,2.0,sector 39,6250.0,5,4,3,9.0,Old Property,3556.0,0,1,0,0,0,0,0.0,"28.4434° N, 77.0515° E",28.4434,77.0515
flat,sare crescent parc royal greens phase 1,0.95,sector 92,5007.0,4,5,3+,4.0,Moderately Old,1717.0,0,1,0,0,0,1,174.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,ireo the corridors,1.6,sector 67a,9264.0,3,3,2,3.0,New Property,1347.0,0,0,1,0,0,2,23.0,"28.3960° N, 77.0372° E",28.396,77.0372
flat,ansal plaza,1.0,sector 23,10000.0,2,3,0,1.0,Moderately Old,1000.0,0,0,0,0,0,1,38.0,"28.5121° N, 77.0478° E",28.5121,77.0478
house,ats tourmaline,1.87,sector 109,8697.0,3,4,No,12.0,Relatively New,2150.0,0,0,0,0,0,1,167.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,tulip ivory,2.0,sector 70,8333.0,4,5,3+,7.0,Moderately Old,2170.0,0,1,0,0,0,2,15.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,dlf the primus,1.87,sector 82a,10394.0,3,3,3,31.0,Moderately Old,1669.0,0,0,0,1,0,1,27.0,"28.3858° N, 76.9686° E",28.3858,76.9686
flat,paras dews,1.25,sector 106,11061.0,3,4,3+,7.0,Relatively New,1186.0,1,1,0,0,0,1,87.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,m3m soulitude,1.42,sector 89,9978.0,3,3,2,3.0,New Property,1581.0,0,0,0,0,0,1,31.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,signature global solera,0.28,sector 107,5674.0,2,2,2,11.0,Relatively New,543.0,0,0,0,0,0,1,23.0,"28.5052° N, 76.9729° E",28.5052,76.9729
house,Not Applicable,6.75,sector 26,27778.0,3,3,3,2.0,Moderately Old,2430.0,0,0,0,0,0,1,21.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,pioneer araya,7.56,sector 62,18000.0,4,4,3+,23.0,Relatively New,4200.0,0,1,0,1,0,2,92.0,"28.4139° N, 77.0886° E",28.4139,77.0886
house,ansal sushant lok plots,11.5,sector 43,17692.0,7,8,3+,3.0,Old Property,9000.0,0,1,1,1,0,2,0.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,bestech park view residency,1.01,sector 23,7137.0,2,2,3,0.0,Moderately Old,1281.0,0,0,0,0,0,1,87.0,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,ansal sushant residency,1.5,sector 57,6775.0,3,2,3+,1.0,Moderately Old,273.0,0,0,0,0,0,1,49.0,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,smart world orchard,1.58,sector 61,13739.0,2,2,2,3.0,New Property,1278.0,1,0,0,0,0,1,13.0,"28.4050° N, 77.0963° E",28.405,77.0963
house,Not Applicable,4.25,sector 41,26235.0,2,9,3+,4.0,Moderately Old,1620.0,1,1,0,0,0,2,160.0,"28.4557° N, 77.0632° E",28.4557,77.0632
flat,m3m urbana,1.0,sector 67,12106.0,1,1,1,17.0,Relatively New,826.0,0,0,0,0,0,1,79.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,tarc maceo,0.89,sector 91,6339.0,2,2,3+,9.0,Relatively New,1302.0,0,0,0,0,1,2,101.0,"28.4014° N, 76.9225° E",28.4014,76.9225
flat,m3m skywalk,1.48,sector 74,12333.0,2,2,3,13.0,Relatively New,1300.0,0,0,1,0,0,1,174.0,"28.4158° N, 77.0118° E",28.4158,77.0118
house,emaar mgf marbella,12.0,sector 66,37037.0,4,4,3+,3.0,Relatively New,3240.0,1,1,1,1,0,2,40.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,umang winter hills,0.86,sector 77,6408.0,2,2,2,16.0,New Property,1215.0,0,0,0,0,0,2,96.0,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,emaar digihomes,2.15,sector 62,14257.0,2,2,3,31.0,Under Construction,1676.0,0,0,0,0,0,1,26.0,"28.4139° N, 77.0886° E",28.4139,77.0886
flat,orris carnation residency,0.55,sector 85,5788.0,2,2,2,5.0,Relatively New,1050.0,0,0,0,0,1,1,71.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,vatika gurgaon,0.98,sector 83,8166.0,2,2,3,5.0,Relatively New,1300.0,0,0,0,0,0,2,157.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,signature global the millennia,0.55,sector 37d,9166.0,2,2,3,3.0,New Property,610.0,0,0,0,0,0,1,0.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,dlf park place,5.75,sector 54,24689.0,3,4,3,12.0,Relatively New,2329.0,0,1,0,0,0,0,120.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,emaar mgf palm terraces select,3.4,sector 66,14107.0,4,4,3+,2.0,Relatively New,2210.0,0,1,0,0,0,2,174.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,paras dews,1.1,sector 106,9734.0,3,4,3+,8.0,Relatively New,1186.0,0,1,0,0,0,2,0.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,builder floor,0.6,sector 12,6000.0,3,2,1,3.0,New Property,950.0,0,0,0,0,0,1,49.0,"28.4723° N, 77.0320° E",28.4723,77.032
flat,suncity heights,3.25,sector 54,14118.0,3,3,3+,0.0,Old Property,2558.0,0,0,0,1,0,2,35.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,parsvnath green ville,1.42,sector 48,8606.0,3,3,3,1.0,Moderately Old,1494.0,0,0,1,0,0,0,158.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,pareena coban residences,1.08,sector 99a,6625.0,3,5,3,2.0,Relatively New,1750.0,0,1,0,0,1,1,117.0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,sidhivinayak apartments,1.9,sector 55,10555.0,4,3,3+,9.0,Moderately Old,2000.0,0,0,0,1,0,0,49.0,"28.4281° N, 77.1100° E",28.4281,77.11
flat,godrej,1.34,sector 79,8524.0,2,2,3,2.0,Relatively New,1423.0,1,0,0,0,0,1,21.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,indiabulls enigma,4.0,sector 110,9851.0,4,4,3,17.0,New Property,3350.0,0,0,0,0,0,1,49.0,"28.5145° N, 77.0197° E",28.5145,77.0197
flat,signature global synera,0.5,sector 81,6802.0,2,2,3,6.0,Relatively New,700.0,0,0,0,0,0,1,60.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,ambience creacions,2.55,sector 22,13709.0,3,3,3,5.0,Relatively New,1860.0,0,0,0,0,0,0,61.0,"28.5072° N, 77.0640° E",28.5072,77.064
flat,ss the leaf,2.13,sector 85,7574.0,4,4,3,6.0,Relatively New,2600.0,0,0,0,0,0,1,145.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,parsvnath green ville,2.0,sector 48,7765.0,3,3,0,15.0,Relatively New,1924.0,0,1,0,0,0,1,92.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,m3m golfestate,6.15,sector 65,18287.0,3,3,3,23.0,Moderately Old,3028.0,1,1,0,0,0,2,145.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,whiteland blissville,1.9,sector 76,11363.0,3,3,2,0.0,Under Construction,1514.0,0,0,0,0,0,1,65.0,"28.3935° N, 76.9888° E",28.3935,76.9888
house,dlf city plots phase 2,10.55,sector 25,39074.0,5,6,3+,3.0,Moderately Old,2700.0,1,1,1,1,0,1,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,bestech park view residency,1.4,sector 23,7865.0,3,3,3+,8.0,Moderately Old,1612.0,0,0,0,0,0,1,159.0,"28.5121° N, 77.0478° E",28.5121,77.0478
house,Not Applicable,23.0,sector 26,25556.0,4,4,3+,2.0,Relatively New,9000.0,1,1,1,1,0,2,67.0,"28.4757° N, 77.1032° E",28.4757,77.1032
flat,godrej oasis,1.29,sector 88a,7800.0,3,3,3,5.0,New Property,1642.0,1,0,0,0,1,1,0.0,"28.4347° N, 76.9557° E",28.4347,76.9557
house,sector 14 rwa,6.5,sector 14,26000.0,5,5,No,4.0,Moderately Old,2500.0,0,0,0,0,0,1,27.0,"28.4711° N, 77.0454° E",28.4711,77.0454
flat,ss the leaf,2.2,sector 85,6934.0,4,5,3+,4.0,Relatively New,2546.0,0,0,0,0,0,1,72.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,sobha city,2.33,sector 108,14463.0,3,3,3,17.0,Relatively New,1711.0,0,0,1,0,0,2,45.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,vatika india next,0.8,sector 82,6426.0,2,2,3,9.0,Relatively New,1383.0,0,0,0,0,0,1,103.0,"28.3935° N, 76.9600° E",28.3935,76.96
house,Not Applicable,3.25,sector 4,14444.0,3,3,2,2.0,Old Property,2250.0,0,0,0,0,0,1,49.0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,orchid petals,2.51,sector 49,12178.0,3,3,3+,7.0,Old Property,2061.0,1,0,0,0,0,2,0.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,signature global solera,0.29,sector 107,5930.0,2,2,2,3.0,Relatively New,543.0,0,0,0,0,0,1,115.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,dlf the ultima,2.29,sector 81,10928.0,3,4,3+,15.0,Relatively New,1901.0,0,1,0,0,0,0,23.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,sobha city,2.45,sector 108,14040.0,3,3,3,15.0,Relatively New,1460.0,0,0,0,0,0,1,66.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,sare crescent parc,0.87,sector 92,4971.0,4,4,2,2.0,Moderately Old,1584.0,0,0,1,0,0,0,0.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,viridian the plaza 106,0.39,sector 106,5571.0,1,1,1,7.0,Relatively New,567.0,0,0,0,0,0,1,36.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,tulip lemon,0.6,sector 69,10000.0,2,1,1,12.0,Relatively New,667.0,0,0,0,0,0,1,96.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,pareena laxmi apartments,0.32,sector 99a,5786.0,2,2,2,11.0,New Property,502.0,0,0,0,0,0,1,49.0,"28.4561° N, 76.9542° E",28.4561,76.9542
flat,m3m skywalk,1.54,sector 74,10814.0,2,2,3+,15.0,Relatively New,1200.0,0,0,0,0,1,1,158.0,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,samaspurkunj,0.55,sector 51,5238.0,2,2,0,5.0,Relatively New,1167.0,0,0,0,0,0,1,83.0,"28.4320° N, 77.0686° E",28.432,77.0686
flat,vipul lavanya,0.65,sector 81,5265.0,2,2,2,14.0,Moderately Old,986.0,0,0,0,0,0,1,40.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,tulip violet,3.05,sector 69,9664.0,4,5,3+,14.0,Relatively New,2857.0,0,1,0,0,1,1,8.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,antriksh heights,0.73,sector 84,6083.0,2,2,3+,4.0,Relatively New,1027.0,1,0,1,1,0,1,158.0,"28.3979° N, 76.9736° E",28.3979,76.9736
house,Not Applicable,4.5,sector 11,9091.0,4,5,2,2.0,Old Property,4950.0,0,0,0,0,0,1,93.0,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,adani m2k oyster grande,1.95,sector 102,7561.0,3,4,3,9.0,Relatively New,2335.0,1,1,0,0,0,2,43.0,"28.4750° N, 76.9715° E",28.475,76.9715
house,dlf city plots phase 3,1.6,sector 25,3292.0,8,5,3+,4.0,Old Property,540.0,0,0,0,0,0,1,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
