property_type,society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
house,Not Applicable,3.55,sector 46,24500.0,5,4,3+,3.0,Moderately Old,1449.0,0,1,0,0,0,2,0.0,"28.4374° N, 77.0586° E",28.4374,77.0586
flat,shapoorji pallonji joyville gurugram,1.4,sector 102,11666.0,2,2,3,0.0,Relatively New,1286.0,0,0,0,0,0,1,0.0,"28.4750° N, 76.9715° E",28.475,76.9715
house,international city by sobha phase 1,5.85,sector 109,26423.0,4,5,3+,2.0,Relatively New,2214.0,0,1,0,0,0,2,63.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,sobha city,2.9,sector 108,14478.0,3,4,2,11.0,Relatively New,2003.0,0,0,0,0,0,1,49.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,raheja atharva,1.6,sector 109,5319.0,4,1,0,0.0,New Property,3008.0,0,0,0,0,0,1,95.0,"28.5073° N, 77.0089° E",28.5073,77.0089
house,Not Applicable,0.35,sector 2,3500.0,1,4,1,1.0,Moderately Old,1000.0,0,0,0,0,0,1,98.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,pyramid urban homes 2,0.41,sector 86,6905.0,2,2,1,3.0,Relatively New,668.0,0,0,0,0,0,1,0.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,tulip violet,1.36,sector 69,8618.0,3,3,1,12.0,Relatively New,1292.0,0,0,0,1,0,1,0.0,"28.3966° N, 77.0341° E",28.3966,77.0341
flat,kiran residency,1.54,sector 56,8324.0,3,4,3+,5.0,Old Property,1900.0,0,1,0,0,0,2,21.0,"28.4245° N, 77.0991° E",28.4245,77.0991
flat,emaar gurgaon greens,1.39,sector 102,8424.0,3,3,3,7.0,Relatively New,1494.0,0,1,0,0,0,2,142.0,"28.4750° N, 76.9715° E",28.475,76.9715
house,Not Applicable,1.25,sector 6,11574.0,2,5,1,2.0,New Property,120.0,0,0,0,1,0,1,174.0,"28.4745° N, 77.0262° E",28.4745,77.0262
flat,ats triumph,1.75,sector 104,7641.0,3,4,3+,12.0,Relatively New,2037.0,1,1,0,1,1,2,49.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,m3m golfestate,6.15,sector 65,15998.0,3,5,3+,1.0,Relatively New,4271.0,0,1,0,0,0,0,59.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,indiabulls centrum park,2.14,sector 103,7443.0,4,6,3+,7.0,Relatively New,2718.0,0,1,0,0,0,1,0.0,"28.4949° N, 76.9845° E",28.4949,76.9845
flat,m3m woodshire,1.29,sector 107,8835.0,3,3,3+,1.0,Relatively New,1691.0,0,0,0,1,0,2,49.0,"28.5052° N, 76.9729° E",28.5052,76.9729
flat,shree vardhman victoria,1.1,sector 70,8461.0,2,2,2,0.0,New Property,1026.0,1,0,0,0,0,1,0.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,indiabulls enigma,4.0,sector 110,9851.0,4,4,3,17.0,New Property,3350.0,0,0,0,0,0,1,165.0,"28.5145° N, 77.0197° E",28.5145,77.0197
house,Not Applicable,0.5,sector 9,6083.0,3,2,1,1.0,Old Property,822.0,0,0,0,0,0,1,29.0,"28.4603° N, 77.0000° E",28.4603,77.0
house,Not Applicable,3.49,sector 57,20197.0,4,4,2,3.0,Moderately Old,1728.0,1,1,0,1,0,2,174.0,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,indiabulls centrum park,1.01,sector 103,8080.0,2,2,3,5.0,Relatively New,1339.0,0,0,1,0,0,2,43.0,"28.4949° N, 76.9845° E",28.4949,76.9845
house,unitech aspen greens,7.0,sector 50,32407.0,4,4,2,2.0,Old Property,2160.0,0,1,0,0,0,1,57.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,godrej oasis,1.19,sector 88a,10162.0,2,2,3,15.0,Relatively New,1388.0,1,0,0,1,0,2,49.0,"28.4347° N, 76.9557° E",28.4347,76.9557
house,ansals palam vihar,9.0,sector 23,19231.0,5,5,2,2.0,Old Property,4680.0,1,1,1,1,0,0,61.0,"28.5121° N, 77.0478° E",28.5121,77.0478
flat,shree vardhman victoria,1.6,sector 70,8205.0,3,3,3,10.0,Relatively New,1528.0,1,1,0,1,1,1,113.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,rof aalayas,0.45,sector 102,8404.0,2,2,1,14.0,Relatively New,568.0,0,0,0,0,0,0,61.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,shree vardhman flora,0.65,sector 90,4961.0,2,2,3,11.0,Relatively New,1225.0,1,0,0,0,0,2,174.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,Not Applicable,6.5,sector 25,36111.0,4,4,3+,2.0,Moderately Old,1800.0,1,1,1,1,0,1,0.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,whiteland blissville,1.92,sector 76,11794.0,3,3,2,3.0,Under Construction,1628.0,0,0,0,0,0,1,72.0,"28.3935° N, 76.9888° E",28.3935,76.9888
flat,experion the heartsong,1.25,sector 108,9259.0,3,3,3,1.0,Relatively New,1500.0,0,1,0,1,0,1,119.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,hcbs sports ville,0.35,sector 2,4375.0,2,2,2,8.0,Relatively New,800.0,0,0,0,0,0,1,44.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,experion the heartsong,0.9,sector 108,7014.0,2,3,3,7.0,Relatively New,1162.0,0,1,0,0,1,1,70.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,emaar gurgaon greens,1.35,sector 102,8181.0,3,3,3,5.0,Relatively New,1315.0,0,1,0,0,0,1,26.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,godrej air,1.8,sector 85,13136.0,3,3,3,30.0,Under Construction,141.0,0,0,0,0,0,1,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,smartworld one dxp,2.0,sector 113,11074.0,3,3,3,12.0,New Property,1806.0,0,0,0,0,0,1,44.0,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,dlf belvedere towers,3.4,sector 25,13765.0,4,4,3,1.0,Old Property,2744.0,0,1,0,0,0,1,91.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,m3m heights,2.33,sector 65,18477.0,2,2,3,35.0,Under Construction,1142.0,0,0,0,0,0,2,30.0,"28.4030° N, 77.0690° E",28.403,77.069
house,unitech nirvana birch court,7.1,sector 50,31430.0,3,3,3,1.0,Moderately Old,2259.0,0,1,0,0,0,1,156.0,"28.4178° N, 77.0628° E",28.4178,77.0628
house,Not Applicable,4.95,sector 23,20370.0,6,5,3+,3.0,Relatively New,2430.0,0,1,0,0,0,1,49.0,"28.5121° N, 77.0478° E",28.5121,77.0478
house,tata primanti,8.6,sector 72,12285.0,4,5,3+,3.0,Relatively New,7000.0,0,0,0,0,0,2,46.0,"28.4225° N, 77.0211° E",28.4225,77.0211
flat,ss the leaf,1.15,sector 85,10017.0,2,2,3+,18.0,Relatively New,1380.0,0,0,1,0,0,1,7.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,mrg world ultimus,0.5,sector 90,6983.0,2,2,2,1.0,Under Construction,796.0,0,0,0,0,0,1,0.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,vipul tatvam villa,7.65,sector 48,19125.0,4,4,3,2.0,Moderately Old,4000.0,1,1,0,0,1,1,0.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,unitech south park,1.13,sector 70,7000.0,3,3,2,1.0,Under Construction,1458.0,0,0,0,0,0,1,0.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,chd avenue,1.0,sector 71,6734.0,3,3,3+,3.0,Relatively New,1344.0,0,0,0,0,0,2,135.0,"28.4104° N, 77.0281° E",28.4104,77.0281
house,Not Applicable,1.05,sector 11,9722.0,3,2,No,1.0,Moderately Old,1080.0,0,0,0,0,0,1,22.0,"28.4531° N, 77.0202° E",28.4531,77.0202
house,Not Applicable,4.5,sector 28,13889.0,4,4,No,4.0,Moderately Old,3240.0,0,0,0,0,0,1,174.0,"28.4728° N, 77.0865° E",28.4728,77.0865
house,dlf city plots,4.0,sector 26,4531.0,4,3,2,2.0,Relatively New,8829.0,0,0,0,0,0,2,53.0,"28.4757° N, 77.1032° E",28.4757,77.1032
house,Not Applicable,3.1,sector 7,13778.0,3,3,2,2.0,Old Property,2250.0,0,0,0,0,0,1,67.0,"28.4644° N, 77.0143° E",28.4644,77.0143
flat,vatika lifestyle homes,1.05,sector 83,5982.0,3,3,2,14.0,Relatively New,1589.0,1,1,1,1,0,2,61.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,dlf the ultima,3.45,sector 81,12356.0,4,4,3+,25.0,Moderately Old,2528.0,0,1,0,0,0,1,49.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,dhoot time residency,2.2,sector 63,12813.0,3,4,3+,8.0,Moderately Old,1554.0,1,0,0,0,0,2,160.0,"28.3971° N, 77.0867° E",28.3971,77.0867
house,Not Applicable,0.92,sector 3,15257.0,4,1,No,1.0,Moderately Old,603.0,0,0,0,0,0,1,65.0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,m3m skywalk,1.78,sector 74,12500.0,2,2,3+,12.0,Relatively New,1582.0,0,0,0,0,0,1,53.0,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,green court,0.47,sector 90,6811.0,2,2,1,0.0,New Property,767.0,0,0,0,0,0,1,0.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,international city by sobha phase 1,6.0,sector 109,24691.0,4,4,3+,2.0,Relatively New,2430.0,1,1,1,1,0,1,16.0,"28.5073° N, 77.0089° E",28.5073,77.0089
flat,apex our homes,0.38,sector 37c,4108.0,2,2,1,9.0,Relatively New,925.0,0,0,0,0,0,1,79.0,"28.4515° N, 76.9882° E",28.4515,76.9882
house,vipul world,3.35,sector 48,5583.0,6,5,3+,3.0,Moderately Old,6000.0,0,0,0,0,0,1,118.0,"28.4177° N, 77.0359° E",28.4177,77.0359
house,Not Applicable,0.75,sector 36,6938.0,3,1,No,1.0,Moderately Old,1081.0,0,0,0,0,0,1,151.0,"28.4160° N, 76.9914° E",28.416,76.9914
flat,dlf wellington estate,2.09,sector 43,14615.0,3,3,2,11.0,Old Property,1295.0,0,0,0,0,0,2,156.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,vatika lifestyle homes,1.04,sector 83,5699.0,3,2,2,2.0,Moderately Old,1500.0,0,0,0,0,0,1,35.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,godrej,2.0,sector 79,8453.0,3,4,3+,2.0,Relatively New,2629.0,0,1,0,0,0,2,31.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,dlf regency park,2.25,sector 28,14516.0,3,3,2,16.0,Old Property,1700.0,0,1,0,0,0,1,118.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,vatika city homes,1.0,sector 83,5747.0,3,3,2,2.0,Relatively New,1575.0,0,0,1,0,0,2,0.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,the penthouses at the hibiscus,8.0,sector 50,8888.0,4,3,3,7.0,Moderately Old,10000.0,0,1,0,0,0,1,88.0,"28.4178° N, 77.0628° E",28.4178,77.0628
flat,m3m skywalk,1.47,sector 74,10954.0,2,2,3,26.0,New Property,1281.0,0,0,0,0,0,2,0.0,"28.4158° N, 77.0118° E",28.4158,77.0118
flat,dlf regal gardens,1.2,sector 90,6837.0,3,3,3+,15.0,Relatively New,1572.0,0,0,0,0,0,1,0.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,Not Applicable,0.9,sector 5,8929.0,3,3,No,2.0,Old Property,112.0,0,0,0,0,0,1,67.0,"28.4794° N, 77.0176° E",28.4794,77.0176
house,Not Applicable,9.5,sector 43,42222.0,5,5,3+,2.0,Relatively New,2250.0,0,1,0,1,0,2,133.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,elevate,6.75,sector 50,19882.0,4,4,0,10.0,Moderately Old,3395.0,0,0,0,0,0,1,8.0,"28.4178° N, 77.0628° E",28.4178,77.0628
house,bhim garh kheri,1.5,sector 3,7576.0,7,2,No,1.0,Moderately Old,1980.0,0,0,0,0,0,1,102.0,"28.4909° N, 77.0176° E",28.4909,77.0176
flat,awho shanti vihar,0.8,sector 95,8888.0,2,2,3,9.0,New Property,713.0,1,0,0,0,0,1,24.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,emaar palm gardens,1.38,sector 83,8023.0,3,3,3,5.0,Relatively New,1350.0,0,1,0,0,0,2,119.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,emaar mgf palm hills,1.64,sector 77,8410.0,4,3,3,9.0,Relatively New,1765.0,0,1,0,0,0,1,57.0,"28.3801° N, 76.9845° E",28.3801,76.9845
flat,smart world orchard,1.7,sector 61,15000.0,2,2,2,4.0,Under Construction,1278.0,0,0,0,0,0,1,174.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,park view apartments,1.6,sector 15,11034.0,3,3,3+,2.0,Moderately Old,1611.0,0,0,0,1,0,1,112.0,"28.4621° N, 77.0464° E",28.4621,77.0464
house,Not Applicable,6.6,sector 25,36667.0,6,7,3+,2.0,Moderately Old,1800.0,1,1,0,0,0,2,27.0,"28.4844° N, 77.0860° E",28.4844,77.086
house,unitech uniworld resorts,9.5,sector 33,23333.0,5,7,3+,2.0,Under Construction,4071.0,1,1,1,1,0,1,7.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,m3m merlin,3.0,sector 67,14655.0,3,3,3+,4.0,Relatively New,2047.0,0,0,1,0,0,2,0.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,experion the heartsong,1.02,sector 108,7950.0,2,3,3,4.0,Relatively New,1283.0,1,0,0,0,0,1,105.0,"28.5134° N, 76.9830° E",28.5134,76.983
house,eros rosewood city,1.6,sector 49,3500.0,4,4,3,4.0,New Property,60.0,0,0,0,0,0,2,14.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,dlf royalton tower,6.2,sector 43,20687.0,4,4,3+,9.0,Moderately Old,2713.0,0,1,0,0,0,1,36.0,"28.4629° N, 77.0772° E",28.4629,77.0772
flat,global hill view,0.36,sector 11,5150.0,2,2,0,15.0,Relatively New,699.0,0,0,0,0,0,1,31.0,"28.4531° N, 77.0202° E",28.4531,77.0202
flat,vatika gurgaon,0.75,sector 83,6024.0,2,2,2,19.0,Relatively New,1150.0,0,0,0,0,1,2,60.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,dlf regal gardens,1.25,sector 90,7167.0,3,3,2,11.0,Relatively New,1579.0,0,0,0,0,1,1,46.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,shree vardhman victoria,1.9,sector 70,9743.0,3,3,3,10.0,New Property,1765.0,0,1,1,1,1,1,80.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,ild grand,0.66,sector 37c,5038.0,2,2,3+,14.0,Relatively New,1310.0,0,0,0,0,0,1,157.0,"28.4515° N, 76.9882° E",28.4515,76.9882
flat,dlf the grove,5.7,sector 54,41245.0,3,3,3,1.0,Moderately Old,1382.0,0,0,0,0,0,1,174.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,pgr shree kripaluji apartment,1.4,sector 52,6086.0,3,3,3+,8.0,Relatively New,2556.0,0,0,0,0,0,2,53.0,"28.4379° N, 77.0785° E",28.4379,77.0785
flat,unitech the residences,1.1,sector 33,9909.0,2,2,3,9.0,Moderately Old,1100.0,0,0,0,0,0,2,0.0,"28.4420° N, 77.0207° E",28.442,77.0207
flat,ss the leaf,1.2,sector 85,7317.0,2,2,3,12.0,Relatively New,1485.0,0,0,0,0,0,2,49.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,ireo victory valley,2.87,sector 67,11903.0,3,3,3+,16.0,Relatively New,2096.0,0,1,0,0,0,2,42.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,bestech park view city,1.78,sector 48,10022.0,3,4,2,5.0,Relatively New,1526.0,1,0,0,1,0,1,103.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,sare petioles,1.3,sector 92,6373.0,4,4,0,7.0,Relatively New,2040.0,0,0,0,0,0,1,158.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,pioneer park,2.1,sector 61,11666.0,3,3,3,15.0,Relatively New,1593.0,0,0,0,0,0,2,75.0,"28.4050° N, 77.0963° E",28.405,77.0963
flat,ireo victory valley,3.49,sector 67,13000.0,3,3,3,19.0,Relatively New,2724.0,0,1,0,0,0,1,96.0,"28.3859° N, 77.0608° E",28.3859,77.0608
flat,godrej,1.34,sector 79,8524.0,3,3,3,7.0,Relatively New,1423.0,0,0,0,0,0,1,141.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,ss the leaf,1.1,sector 85,12471.0,2,2,3,12.0,Relatively New,1173.0,1,0,0,0,0,1,57.0,"28.4042° N, 76.9513° E",28.4042,76.9513
house,iffco nagar and 17b rwa,2.98,sector 17,20566.0,2,6,3+,3.0,Relatively New,1449.0,1,0,0,1,0,1,28.0,"28.4791° N, 77.0608° E",28.4791,77.0608
house,Not Applicable,4.75,sector 57,28788.0,3,3,3,2.0,Moderately Old,1650.0,0,0,1,0,0,2,174.0,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,unitech uniworld city,3.55,sector 30,14991.0,3,5,3+,16.0,Old Property,2367.0,0,1,0,0,0,2,0.0,"28.4604° N, 77.0579° E",28.4604,77.0579
flat,suncity avenue 76,0.75,sector 76,10204.0,2,2,2,11.0,Under Construction,665.0,0,0,0,0,0,1,42.0,"28.3935° N, 76.9888° E",28.3935,76.9888
flat,dlf regal gardens,1.26,sector 90,7403.0,3,3,3,6.0,Relatively New,1604.0,0,0,0,0,1,2,21.0,"28.4085° N, 76.9369° E",28.4085,76.9369
flat,ats triumph,2.65,sector 104,8412.0,4,4,3+,10.0,Relatively New,2852.0,0,1,0,0,0,1,174.0,"28.4788° N, 76.9960° E",28.4788,76.996
flat,parkwood westend,0.7,sector 92,5204.0,2,2,3,5.0,Under Construction,1218.0,1,0,0,0,0,1,89.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,alpha corp gurgaonone,2.2,sector 84,7586.0,4,4,3,10.0,Relatively New,3222.0,0,1,0,0,0,1,153.0,"28.3979° N, 76.9736° E",28.3979,76.9736
flat,emaar palm gardens,1.73,sector 83,9105.0,3,3,3,5.0,Relatively New,1600.0,0,1,0,0,0,2,174.0,"28.3986° N, 76.9647° E",28.3986,76.9647
flat,ramsons kshitij,0.45,sector 95,4591.0,2,2,1,2.0,Relatively New,887.0,1,0,0,0,0,1,45.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,puri diplomatic greens,2.25,sector 111,13235.0,3,3,2,12.0,Relatively New,1539.0,0,0,0,0,0,1,119.0,"28.5238° N, 77.0320° E",28.5238,77.032
house,dlf city plots phase 4,9.54,sector 28,29444.0,6,5,3+,3.0,New Property,3240.0,1,1,1,1,0,1,94.0,"28.4728° N, 77.0865° E",28.4728,77.0865
flat,m3m soulitude,1.3,sector 89,8700.0,3,3,2,1.0,New Property,1179.0,0,0,0,0,1,1,105.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,tulip ivory,5.0,sector 70,10416.0,6,7,3+,0.0,Relatively New,5333.0,1,1,0,0,0,1,153.0,"28.3968° N, 77.0233° E",28.3968,77.0233
flat,parsvnath green ville,1.86,sector 48,7654.0,3,3,3+,6.0,Moderately Old,2200.0,0,1,0,0,0,2,90.0,"28.4177° N, 77.0359° E",28.4177,77.0359
flat,dlf park place,4.86,sector 54,25920.0,3,4,3+,7.0,Relatively New,1875.0,0,1,0,0,0,2,166.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,emaar mgf palm terraces,4.5,sector 66,10599.0,5,5,3+,11.0,New Property,3323.0,0,1,0,0,0,1,80.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,ss the leaf,1.3,sector 85,7926.0,2,2,2,17.0,New Property,1485.0,0,0,0,0,0,1,31.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,ramprastha the edge towers,0.8,sector 37d,8888.0,2,2,3,10.0,Relatively New,1310.0,0,0,0,0,1,1,0.0,"28.4478° N, 76.9703° E",28.4478,76.9703
house,eros rosewood villas,2.75,sector 49,19841.0,3,3,1,2.0,Old Property,1386.0,0,0,0,0,1,2,0.0,"28.4121° N, 77.0480° E",28.4121,77.048
flat,dlf city,2.02,sector 103,8080.0,4,3,1,2.0,New Property,2263.0,0,0,0,0,0,1,0.0,"28.4949° N, 76.9845° E",28.4949,76.9845
house,Not Applicable,1.75,sector 7,11111.0,4,2,2,2.0,Old Property,1575.0,0,0,0,0,1,1,38.0,"28.4644° N, 77.0143° E",28.4644,77.0143
house,Not Applicable,2.25,sector 7,16892.0,5,3,No,2.0,Old Property,148.0,0,0,0,0,0,1,49.0,"28.4644° N, 77.0143° E",28.4644,77.0143
house,ansals palam vihar,5.0,sector 23,12500.0,6,4,No,3.0,Old Property,4000.0,0,0,0,0,0,1,49.0,"28.5121° N, 77.0478° E",28.5121,77.0478
house,Not Applicable,4.3,sector 47,29312.0,3,4,2,2.0,Moderately Old,1467.0,0,0,0,0,1,1,26.0,"28.4276° N, 77.0492° E",28.4276,77.0492
flat,sare crescent parc,1.0,sector 92,5128.0,4,3,2,1.0,Relatively New,2167.0,0,0,0,0,0,1,42.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,vipul lavanya,0.6,sector 81,6666.0,2,2,1,0.0,Relatively New,1000.0,0,0,0,0,0,1,67.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,dlf beverly park,8.0,sector 25,15384.0,5,5,3+,2.0,Old Property,5778.0,1,1,0,1,1,0,60.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,microtek greenburg,1.3,sector 86,8756.0,2,2,3,10.0,Relatively New,1340.0,1,0,0,0,0,1,101.0,"28.3986° N, 76.9384° E",28.3986,76.9384
flat,surya vihar rwa,1.3,sector 4,6500.0,5,5,2,2.0,Old Property,2400.0,1,1,1,0,0,2,102.0,"28.4738° N, 77.0107° E",28.4738,77.0107
flat,suncity heights,3.85,sector 54,16445.0,3,3,3+,8.0,Old Property,2119.0,0,1,0,0,0,1,49.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,shree vardhman flora,0.8,sector 90,5925.0,2,3,2,0.0,Relatively New,1350.0,0,0,0,0,0,1,174.0,"28.4085° N, 76.9369° E",28.4085,76.9369
house,ansal sushant residency,4.6,sector 57,17037.0,6,6,3,3.0,Old Property,2700.0,1,1,1,1,0,0,174.0,"28.4232° N, 77.0752° E",28.4232,77.0752
flat,bptp terra,1.8,sector 37d,8215.0,4,3,3,18.0,Relatively New,2025.0,1,1,0,1,0,1,125.0,"28.4478° N, 76.9703° E",28.4478,76.9703
flat,ss the leaf,1.11,sector 85,6851.0,2,2,3,8.0,Relatively New,1630.0,0,0,1,0,0,1,174.0,"28.4042° N, 76.9513° E",28.4042,76.9513
flat,rof ananda,0.32,sector 95,5827.0,2,2,1,9.0,Relatively New,610.0,0,0,0,1,0,2,77.0,"28.4172° N, 76.9081° E",28.4172,76.9081
flat,la vida by tata housing,3.05,sector 113,15561.0,3,4,3,3.0,Relatively New,2150.0,0,1,0,0,0,1,62.0,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,chd avenue,1.4,sector 71,7945.0,3,3,2,1.0,Moderately Old,1958.0,0,0,0,1,0,2,77.0,"28.4104° N, 77.0281° E",28.4104,77.0281
flat,la vida by tata housing,2.35,sector 113,10599.0,3,3,3,11.0,New Property,2210.0,0,1,0,0,0,1,151.0,"28.5287° N, 77.0233° E",28.5287,77.0233
flat,smart world gems,1.1,sector 89,9972.0,2,2,2,3.0,New Property,1226.0,0,0,1,0,0,1,49.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,4s aradhya homes,1.9,sector 92,8863.0,4,4,3,3.0,New Property,1992.0,0,0,0,0,0,2,85.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,sobha city,3.75,sector 108,14938.0,3,3,2,16.0,New Property,2121.0,0,1,0,0,0,1,86.0,"28.5134° N, 76.9830° E",28.5134,76.983
flat,krrish provence estate,5.5,sector 2,9482.0,4,5,3+,11.0,New Property,5251.0,1,1,0,1,0,1,0.0,"28.5095° N, 77.0320° E",28.5095,77.032
flat,dlf the ultima,2.35,sector 81,11174.0,3,3,3+,14.0,Relatively New,1550.0,1,1,0,1,1,0,165.0,"28.3867° N, 76.9485° E",28.3867,76.9485
flat,bestech park view residency,0.98,sector 23,6961.0,2,2,3,0.0,Moderately Old,1281.0,0,0,0,0,0,1,152.0,"28.5121° N, 77.0478° E",28.5121,77.0478
house,u block dlf phase 3 road no 21,1.6,sector 25,3292.0,7,5,3+,4.0,Old Property,540.0,0,0,0,0,0,1,65.0,"28.4844° N, 77.0860° E",28.4844,77.086
flat,bestech park view ananda,0.95,sector 81,6985.0,2,2,2,14.0,Relatively New,1260.0,0,0,0,0,0,2,35.0,"28.3867° N, 76.9485° E",28.3867,76.9485
house,Not Applicable,17.0,sector 40,37778.0,5,8,3+,3.0,Relatively New,4500.0,1,1,1,1,0,0,72.0,"28.4498° N, 77.0567° E",28.4498,77.0567
flat,sare green parc phase 3,0.95,sector 92,4856.0,4,3,3,4.0,Moderately Old,1771.0,0,0,0,0,0,1,31.0,"28.4079° N, 76.9153° E",28.4079,76.9153
flat,shapoorji pallonji joyville gurugram,2.12,sector 102,16960.0,3,3,3,9.0,Relatively New,1852.0,0,0,0,0,0,1,134.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,conscient elevate,3.78,sector 59,16500.0,3,3,3,3.0,Under Construction,2550.0,0,0,0,0,0,1,117.0,"28.4051° N, 77.1097° E",28.4051,77.1097
flat,sunischit apartments,1.69,sector 54,7954.0,3,3,3+,5.0,Old Property,1992.0,0,1,0,0,0,2,38.0,"28.4348° N, 77.1089° E",28.4348,77.1089
flat,parsvnath exotica,4.8,sector 53,14680.0,3,4,3+,12.0,New Property,2895.0,0,0,0,0,0,1,44.0,"28.4433° N, 77.0948° E",28.4433,77.0948
flat,puri diplomatic greens,5.25,sector 111,11666.0,4,6,3+,7.0,Relatively New,4074.0,0,1,0,0,0,2,142.0,"28.5238° N, 77.0320° E",28.5238,77.032
flat,emaar mgf the palm drive,3.2,sector 66,17777.0,3,3,3,12.0,Relatively New,1800.0,1,1,1,1,0,1,100.0,"28.3925° N, 77.0541° E",28.3925,77.0541
flat,smart world gems,1.01,sector 89,9156.0,2,2,2,4.0,Under Construction,1226.0,1,0,0,0,0,1,174.0,"28.4253° N, 76.9439° E",28.4253,76.9439
flat,shapoorji pallonji joyville gurugram,1.76,sector 102,10224.0,3,3,3,1.0,Relatively New,1532.0,0,0,0,0,0,1,79.0,"28.4750° N, 76.9715° E",28.475,76.9715
flat,emaar mgf emerald floors premier,2.77,sector 65,14025.0,4,4,3+,3.0,Relatively New,2194.0,1,1,0,0,0,0,49.0,"28.4030° N, 77.0690° E",28.403,77.069
flat,mapsko mount ville,1.3,sector 79,8024.0,3,3,3+,1.0,Relatively New,1213.0,0,0,0,0,0,2,49.0,"28.3624° N, 76.9787° E",28.3624,76.9787
flat,paras dews,1.25,sector 106,10656.0,3,4,3,14.0,Relatively New,1305.0,1,1,0,0,0,1,103.0,"28.5007° N, 77.0003° E",28.5007,77.0003
flat,vatika sovereign next sector-82 a gurgaon,2.91,sector 82a,6700.0,4,4,3,6.0,Under Construction,3902.0,1,1,1,0,0,2,15.0,"28.3858° N, 76.9686° E",28.3858,76.9686
